molecule_chembl_id,canonical_smiles,standard_type,standard_value,pchembl_value,assay_chembl_id,assay_description,target_chembl_id,target_pref_name,target_organism,standard_units_norm,IC50_nM,pIC50
CHEMBL2095208,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,IC50,30000.0,,CHEMBL3117564,Inhibition of HIV-1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,30000.0,4.522878745280337
CHEMBL3115179,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN(C)C)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,IC50,30000.0,,CHEMBL3117564,Inhibition of HIV-1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,30000.0,4.522878745280337
CHEMBL3115178,CNCC[C@H](NC(=O)N(C)Cc1csc(C(C)C)n1)C(=O)N[C@H](CC[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1,IC50,30000.0,,CHEMBL3117564,Inhibition of HIV-1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,30000.0,4.522878745280337
CHEMBL3115177,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,IC50,30000.0,,CHEMBL3117564,Inhibition of HIV-1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,30000.0,4.522878745280337
CHEMBL3115176,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCO)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,IC50,39.0,7.41,CHEMBL3117564,Inhibition of HIV-1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,39.0,7.4089353929735005
CHEMBL3115174,CC(C)c1nc(CN(C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,IC50,143.0,6.84,CHEMBL3117564,Inhibition of HIV-1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,143.0,6.844663962534938
CHEMBL3115173,CC(C)c1nc(CN(C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,IC50,10.0,8.0,CHEMBL3117564,Inhibition of HIV-1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,10.0,8.0
CHEMBL3115172,CC(C)c1nc(CN(C)C(=O)N[C@@H](COCc2ccccc2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,IC50,11800.0,4.93,CHEMBL3117564,Inhibition of HIV-1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,11800.0,4.928117992693875
CHEMBL3115170,O=C(N[C@H](CC[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)N(Cc1cncs1)C1CC1)Cc1ccccc1)OCc1cncs1,IC50,19300.0,4.71,CHEMBL3117564,Inhibition of HIV-1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,19300.0,4.714442690992226
CHEMBL3115169,CN(Cc1cncs1)C(=O)N[C@@H](CO)C(=O)N[C@H](CC[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1,IC50,4300.0,5.37,CHEMBL3117564,Inhibition of HIV-1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,4300.0,5.366531544420413
CHEMBL3115168,CC(C)c1nc(CN(C(=O)N[C@@H](CO)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)C2CC2)cs1,IC50,1410.0,5.85,CHEMBL3117564,Inhibition of HIV-1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,1410.0,5.85078088734462
CHEMBL3115167,CC(C)c1nc(CN(C)C(=O)N[C@@H](CO)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,IC50,50.0,7.3,CHEMBL3117564,Inhibition of HIV-1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,50.0,7.301029995663981
CHEMBL3115165,CC(C)[C@H](NC(=O)N(C)Cc1cncs1)C(=O)N[C@H](CC[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1,IC50,386.0,6.41,CHEMBL3117564,Inhibition of HIV-1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,386.0,6.413412695328245
CHEMBL3115164,CC(C)[C@H](NC(=O)N(Cc1cscn1)C1CC1)C(=O)N[C@H](CC[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1,IC50,3590.0,5.45,CHEMBL3117564,Inhibition of HIV-1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,3590.0,5.444905551421681
CHEMBL3115163,CC(C)[C@H](NC(=O)N(C)Cc1cscn1)C(=O)N[C@H](CC[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1,IC50,242.0,6.62,CHEMBL3117564,Inhibition of HIV-1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,242.0,6.616184634019569
CHEMBL3115162,Cc1nc(CN(C)C(=O)N[C@H](C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)C(C)C)cs1,IC50,35.0,7.46,CHEMBL3117564,Inhibition of HIV-1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,35.0,7.455931955649724
CHEMBL3115161,CC(C)c1nc(CN(C(=O)N[C@H](C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)C(C)C)C2CC2)cs1,IC50,550.0,6.26,CHEMBL3117564,Inhibition of HIV-1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,550.0,6.259637310505756
CHEMBL168,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,IC50,57700.0,4.24,CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,57700.0,4.238824186844268
CHEMBL3126474,CC1(C)CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)c6ccccc6C(=O)O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,IC50,800.0,6.1,CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,800.0,6.096910013008056
CHEMBL3126453,CC1(C)CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)CCCC(=O)O)[C@H](OC(=O)CCCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,IC50,3900.0,5.41,CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,3900.0,5.4089353929735005
CHEMBL3126463,CC1(C)CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)CCC(=O)O)[C@H](OC(=O)CCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,IC50,5200.0,5.28,CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,5200.0,5.2839966563652006
CHEMBL3126462,CC1(C)CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)CCC(=O)O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,IC50,15600.0,4.81,CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,15600.0,4.806875401645539
CHEMBL3126461,CC1(C)CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)c6ccccc6C(=O)O)[C@H](OC(=O)c6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,IC50,1900.0,5.72,CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,1900.0,5.721246399047171
CHEMBL3126460,CCCCCCCCCCCC(=O)O[C@@H]1C[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)OCc5ccccc5)CC[C@@]4(C)[C@]3(C)CC[C@H]2C(C)(C)[C@H]1OC(=O)CCCCCCCCCCC,IC50,73000.0,4.14,CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,73000.0,4.136677139879544
CHEMBL3126457,CC(C)(CC(=O)O)CC(=O)O[C@@H]1C[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C(C)(C)[C@H]1OC(=O)CC(C)(C)CC(=O)O,IC50,27500.0,4.56,CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,27500.0,4.560667306169737
CHEMBL3126456,CC(C)(CC(=O)O)CC(=O)O[C@@H]1C[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C(C)(C)[C@H]1O,IC50,14300.0,4.84,CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,14300.0,4.844663962534939
CHEMBL3126455,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)CCCC(=O)O)[C@H](OC(=O)CCCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,IC50,1400.0,5.85,CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,1400.0,5.853871964321762
CHEMBL3126454,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)CCCC(=O)O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,IC50,3200.0,5.5,CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,3200.0,5.494850021680094
CHEMBL3126468,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)CCC(=O)O)[C@H](OC(=O)CCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,IC50,1900.0,5.72,CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,1900.0,5.721246399047171
CHEMBL3126467,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)CCC(=O)O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,IC50,3500.0,5.46,CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,3500.0,5.455931955649724
CHEMBL3126466,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)c6ccccc6C(=O)O)[C@H](OC(=O)c6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,IC50,2300.0,5.64,CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,2300.0,5.638272163982407
CHEMBL3126465,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)c6ccccc6C(=O)O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,IC50,14200.0,4.85,CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,14200.0,4.847711655616943
CHEMBL1797017,CCCC(=O)O[C@@H]1C[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C(C)(C)[C@H]1OC(=O)CCC,IC50,31200.0,4.51,CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,31200.0,4.505845405981558
CHEMBL318169,CC(C)(CC(=O)O)CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,IC50,700.0,6.16,CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,700.0,6.154901959985743
CHEMBL320364,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CCCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,IC50,560.0,6.25,CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,560.0,6.251811972993799
CHEMBL502586,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)c6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,IC50,310.0,6.51,CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,310.0,6.508638306165727
CHEMBL201515,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,IC50,62700.0,4.2,CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,62700.0,4.202732459169283
CHEMBL3126478,CC1(C)CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)c6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,IC50,400.0,6.4,CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,400.0,6.3979400086720375
CHEMBL486822,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,IC50,3400.0,5.47,CHEMBL3132373,Inhibition of HIV1 recombinant protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,3400.0,5.468521082957745
CHEMBL3263089,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3[C@@H]2OC[C@H]3O[N+](=O)[O-])cc1,IC50,0.11,9.96,CHEMBL3267997,Inhibition of purified HIV-1 protease using [Arg-Glu(EDANS)-Ser-Gin-Asn-Tyr-Ile-Val-Gin-Lys(dabcyl)-Arg) as fluorogenic substrate by fluorescence assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,0.11,9.958607314841775
CHEMBL3263090,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3[C@@H]2OC[C@H]3O)cc1,IC50,0.1,10.0,CHEMBL3267997,Inhibition of purified HIV-1 protease using [Arg-Glu(EDANS)-Ser-Gin-Asn-Tyr-Ile-Val-Gin-Lys(dabcyl)-Arg) as fluorogenic substrate by fluorescence assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,0.1,10.0
CHEMBL3263091,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC)cc1,IC50,0.05,10.3,CHEMBL3267997,Inhibition of purified HIV-1 protease using [Arg-Glu(EDANS)-Ser-Gin-Asn-Tyr-Ile-Val-Gin-Lys(dabcyl)-Arg) as fluorogenic substrate by fluorescence assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,0.05,10.301029995663981
CHEMBL3263092,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-])S(=O)(=O)c1ccc(N)cc1,IC50,0.12,9.92,CHEMBL3267997,Inhibition of purified HIV-1 protease using [Arg-Glu(EDANS)-Ser-Gin-Asn-Tyr-Ile-Val-Gin-Lys(dabcyl)-Arg) as fluorogenic substrate by fluorescence assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,0.12,9.920818753952375
CHEMBL3263093,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O)S(=O)(=O)c1ccc(N)cc1,IC50,0.43,9.37,CHEMBL3267997,Inhibition of purified HIV-1 protease using [Arg-Glu(EDANS)-Ser-Gin-Asn-Tyr-Ile-Val-Gin-Lys(dabcyl)-Arg) as fluorogenic substrate by fluorescence assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,0.43,9.366531544420413
CHEMBL3263094,CO[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1,IC50,0.36,9.44,CHEMBL3267997,Inhibition of purified HIV-1 protease using [Arg-Glu(EDANS)-Ser-Gin-Asn-Tyr-Ile-Val-Gin-Lys(dabcyl)-Arg) as fluorogenic substrate by fluorescence assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,0.36,9.443697499232712
CHEMBL3263089,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3[C@@H]2OC[C@H]3O[N+](=O)[O-])cc1,IC50,0.09309,,CHEMBL3267999,Inhibition of purified HIV-1 protease using [Arg-Glu(EDANS)-Ser-Gin-Asn-Tyr-Ile-Val-Gin-Lys(dabcyl)-Arg) as fluorogenic substrate at 50 ng/ml by fluorescence assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,ug/mL,149.25899618554993,6.826059483474986
CHEMBL3263090,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3[C@@H]2OC[C@H]3O)cc1,IC50,0.09719,,CHEMBL3267999,Inhibition of purified HIV-1 protease using [Arg-Glu(EDANS)-Ser-Gin-Asn-Tyr-Ile-Val-Gin-Lys(dabcyl)-Arg) as fluorogenic substrate at 50 ng/ml by fluorescence assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,ug/mL,167.9500383629061,6.774819892621385
CHEMBL3263091,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC)cc1,IC50,0.09625,,CHEMBL3267999,Inhibition of purified HIV-1 protease using [Arg-Glu(EDANS)-Ser-Gin-Asn-Tyr-Ile-Val-Gin-Lys(dabcyl)-Arg) as fluorogenic substrate at 50 ng/ml by fluorescence assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,ug/mL,162.3894275625051,6.789442249114108
CHEMBL3263092,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-])S(=O)(=O)c1ccc(N)cc1,IC50,0.09467,,CHEMBL3267999,Inhibition of purified HIV-1 protease using [Arg-Glu(EDANS)-Ser-Gin-Asn-Tyr-Ile-Val-Gin-Lys(dabcyl)-Arg) as fluorogenic substrate at 50 ng/ml by fluorescence assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,ug/mL,155.53584043898988,6.80816951974729
CHEMBL3263093,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O)S(=O)(=O)c1ccc(N)cc1,IC50,0.09832,,CHEMBL3267999,Inhibition of purified HIV-1 protease using [Arg-Glu(EDANS)-Ser-Gin-Asn-Tyr-Ile-Val-Gin-Lys(dabcyl)-Arg) as fluorogenic substrate at 50 ng/ml by fluorescence assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,ug/mL,174.4273718982459,6.758385362685548
CHEMBL3263094,CO[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1,IC50,0.09699,,CHEMBL3267999,Inhibition of purified HIV-1 protease using [Arg-Glu(EDANS)-Ser-Gin-Asn-Tyr-Ile-Val-Gin-Lys(dabcyl)-Arg) as fluorogenic substrate at 50 ng/ml by fluorescence assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,ug/mL,167.8899082568807,6.774975408210194
CHEMBL3263089,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3[C@@H]2OC[C@H]3O[N+](=O)[O-])cc1,IC50,0.09995,,CHEMBL3268000,Inhibition of purified HIV-1 protease using [Arg-Glu(EDANS)-Ser-Gin-Asn-Tyr-Ile-Val-Gin-Lys(dabcyl)-Arg) as fluorogenic substrate at 10 ng/ml by fluorescence assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,ug/mL,160.25820892411338,6.795179715324679
CHEMBL3263090,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3[C@@H]2OC[C@H]3O)cc1,IC50,0.09803,,CHEMBL3268000,Inhibition of purified HIV-1 protease using [Arg-Glu(EDANS)-Ser-Gin-Asn-Tyr-Ile-Val-Gin-Lys(dabcyl)-Arg) as fluorogenic substrate at 10 ng/ml by fluorescence assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,ug/mL,169.4016077859418,6.771082472108919
CHEMBL3263091,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC)cc1,IC50,0.102,,CHEMBL3268000,Inhibition of purified HIV-1 protease using [Arg-Glu(EDANS)-Ser-Gin-Asn-Tyr-Ile-Val-Gin-Lys(dabcyl)-Arg) as fluorogenic substrate at 10 ng/ml by fluorescence assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,ug/mL,172.09061414416124,6.764242815532729
CHEMBL3263092,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-])S(=O)(=O)c1ccc(N)cc1,IC50,0.09857,,CHEMBL3268000,Inhibition of purified HIV-1 protease using [Arg-Glu(EDANS)-Ser-Gin-Asn-Tyr-Ile-Val-Gin-Lys(dabcyl)-Arg) as fluorogenic substrate at 10 ng/ml by fluorescence assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,ug/mL,161.94325332281855,6.7906371403102055
CHEMBL3263093,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O)S(=O)(=O)c1ccc(N)cc1,IC50,0.09536,,CHEMBL3268000,Inhibition of purified HIV-1 protease using [Arg-Glu(EDANS)-Ser-Gin-Asn-Tyr-Ile-Val-Gin-Lys(dabcyl)-Arg) as fluorogenic substrate at 10 ng/ml by fluorescence assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,ug/mL,169.17610032767217,6.771660990167784
